id,title,score,rank,year
https://dblp.org/rec/conf/popl/CousotC77,Abstract Interpretation: A Unified Lattice Model for Static Analysis of Programs by Construction or Approximation of Fixpoints.,0.0034299739009035083,1.0,1977
https://dblp.org/rec/conf/popl/DeutschS84,Efficient Implementation of the Smalltalk-80 System.,0.0017811967974865693,2.0,1984
https://dblp.org/rec/conf/popl/DamasM82,Principal Type-Schemes for Functional Programs.,0.0016142573149401593,3.0,1982
https://dblp.org/rec/conf/popl/Necula97,Proof-Carrying Code.,0.0015608480360713524,4.0,1997
https://dblp.org/rec/conf/oopsla/BlackburnGHKMBDFFGHHJLMPSVDW06,The DaCapo benchmarks: java benchmarking development and analysis.,0.0014024548650901846,5.0,2006
https://dblp.org/rec/conf/pldi/BallMMR01,Automatic Predicate Abstraction of C Programs.,0.0013983027768671474,6.0,2001
https://dblp.org/rec/conf/icfp/ClaessenH00,QuickCheck: a lightweight tool for random testing of Haskell programs.,0.0013617103224597617,7.0,2000
https://dblp.org/rec/conf/popl/CousotH78,Automatic Discovery of Linear Restraints Among Variables of a Program.,0.0013575799159389476,8.0,1978
https://dblp.org/rec/conf/popl/MansonPA05,The Java memory model.,0.0013344819646817104,9.0,2005
https://dblp.org/rec/conf/popl/RepsHS95,Precise Interprocedural Dataflow Analysis via Graph Reachability.,0.0013103316589790834,10.0,1995
https://dblp.org/rec/conf/pldi/FlanaganSDF93,The Essence of Compiling with Continuations.,0.0012883557392907809,11.0,1993
https://dblp.org/rec/conf/icfp/BjesseCSS98,Lava: Hardware Design in Haskell.,0.0012584176570683053,12.0,1998
https://dblp.org/rec/conf/popl/WadlerB89,How to Make ad-hoc Polymorphism Less ad-hoc.,0.001242467268851483,13.0,1989
https://dblp.org/rec/conf/pldi/GodefroidKS05,DART: directed automated random testing.,0.00123709234362111,14.0,2005
https://dblp.org/rec/conf/pldi/FlanaganLLNSS02,Extended Static Checking for Java.,0.0012316054898943681,15.0,2002
https://dblp.org/rec/conf/icfp/ElliottH97,Functional Reactive Animation.,0.0011539916660259287,16.0,1997
https://dblp.org/rec/conf/oopsla/UngarS87,Self: The Power of Simplicity.,0.0011487078998840916,17.0,1987
https://dblp.org/rec/conf/oopsla/Lieberman86,Using Prototypical Objects to Implement Shared Behavior in Object Oriented Systems.,0.0010702381110973126,18.0,1986
https://dblp.org/rec/conf/popl/XiP99,Dependent Types in Practical Programming.,0.0010624528888455596,19.0,1999
https://dblp.org/rec/conf/pldi/DeLineF01,Enforcing High-Level Protocols in Low-Level Software.,0.001056847849588749,20.0,2001
https://dblp.org/rec/conf/oopsla/HarrisF03,Language support for lightweight transactions.,0.0010544680901752722,21.0,2003
https://dblp.org/rec/conf/popl/Gulwani11,Automating string processing in spreadsheets using input-output examples.,0.0010532219503079812,22.0,2011
https://dblp.org/rec/conf/oopsla/BobrowKKMSZ86,CommonLoops: Merging Lisp and Object-Oriented Programming.,0.0010497010280179336,23.0,1986
https://dblp.org/rec/conf/pldi/FrigoLR98,The Implementation of the Cilk-5 Multithreaded Language.,0.001045616038239858,24.0,1998
https://dblp.org/rec/conf/popl/Steensgaard96,Points-to Analysis in Almost Linear Time.,0.0010321790460996179,25.0,1996
https://dblp.org/rec/conf/popl/Godefroid97,Model Checking for Programming Languages using Verisoft.,0.0010266349117716608,26.0,1997
https://dblp.org/rec/conf/popl/CousotC79,Systematic Design of Program Analysis Frameworks.,0.0010262602913019474,27.0,1979
https://dblp.org/rec/conf/popl/KelseyH89,Realistic Compilation by Program Transformation.,0.0010116579664478885,28.0,1989
https://dblp.org/rec/conf/popl/HenzingerJMS02,Lazy abstraction.,0.001004008964310025,29.0,2002
https://dblp.org/rec/conf/pldi/WolfL91,A Data Locality Optimizing Algorithm.,0.0009942607278185047,30.0,1991
https://dblp.org/rec/conf/oopsla/SchaffertCBKW86,An Introduction to Trellis/Owl.,0.0009783535685763342,31.0,1986
https://dblp.org/rec/conf/pldi/YangCER11,Finding and understanding bugs in C compilers.,0.0009719750614180716,32.0,2011
https://dblp.org/rec/conf/popl/IshtiaqO01,BI as an Assertion Language for Mutable Data Structures.,0.0009664037791803056,33.0,2001
https://dblp.org/rec/conf/icfp/FindlerF02,Contracts for higher-order functions.,0.0009641661350323194,34.0,2002
https://dblp.org/rec/conf/popl/CytronFRWZ89,An Efficient Method of Computing Static Single Assignment Form.,0.0009544790060303101,35.0,1989
https://dblp.org/rec/conf/popl/IrigoinT88,Supernode Partitioning.,0.0009428942280767269,36.0,1988
https://dblp.org/rec/conf/pldi/TarditiMCSHL96,TIL: A Type-Directed Optimizing Compiler for ML.,0.0009391964657979245,37.0,1996
https://dblp.org/rec/conf/popl/CaspiPHP87,Lustre: A Declarative Language for Programming Synchronous Systems.,0.0009141968623213451,38.0,1987
https://dblp.org/rec/conf/popl/Leroy06,Formal certification of a compiler back-end or: programming a compiler with a proof assistant.,0.0009107831367888572,39.0,2006
https://dblp.org/rec/conf/pldi/BoehmA08,Foundations of the C++ concurrency memory model.,0.0009107476724824274,40.0,2008
https://dblp.org/rec/conf/popl/LucassenG88,Polymorphic Effect Systems.,0.000894950960747731,41.0,1988
https://dblp.org/rec/conf/oopsla/Moon86,Object-Oriented Programming with Flavors.,0.0008736237789068446,42.0,1986
https://dblp.org/rec/conf/popl/HarperL94,A Type-Theoretic Approach to Higher-Order Modules with Sharing.,0.00085548282174424,43.0,1994
https://dblp.org/rec/conf/pldi/LukCMPKLWRH05,Pin: building customized program analysis tools with dynamic instrumentation.,0.000852799466433731,44.0,2005
https://dblp.org/rec/conf/pldi/PfenningE88,Higher-Order Abstract Syntax.,0.000849072900097394,45.0,1988
https://dblp.org/rec/conf/pldi/FlanaganF00,Type-based race detection for Java.,0.0008426080111439824,46.0,2000
https://dblp.org/rec/conf/popl/BattyOSSW11,Mathematizing C++ concurrency.,0.000837996649598253,47.0,2011
https://dblp.org/rec/conf/popl/HughesPS96,Proving the Correctness of Reactive Systems Using Sized Types.,0.000819227138054242,48.0,1996
https://dblp.org/rec/conf/popl/Myers99,JFlow: Practical Mostly-Static Information Flow Control.,0.0008173850246887226,49.0,1999
https://dblp.org/rec/conf/popl/JonesGF96,Concurrent Haskell.,0.0008103507946240128,50.0,1996
https://dblp.org/rec/conf/icfp/JonesVWW06,Simple unification-based type inference for GADTs.,0.0007992215412720645,51.0,2006
https://dblp.org/rec/conf/popl/Wadler92,The Essence of Functional Programming.,0.000798460224241781,52.0,1992
https://dblp.org/rec/conf/popl/LiangHJ95,Monad Transformers and Modular Interpreters.,0.0007964489190797406,53.0,1995
https://dblp.org/rec/conf/popl/RamseyP02,Stochastic lambda calculus and monads of probability distributions.,0.0007860875171141382,54.0,2002
https://dblp.org/rec/conf/popl/OderskyW97,Pizza into Java: Translating Theory into Practice.,0.0007761456670019732,55.0,1997
https://dblp.org/rec/conf/popl/KuckKPLW81,Dependence Graphs and Compiler Optimizations.,0.0007731410008353899,56.0,1981
https://dblp.org/rec/conf/pldi/NethercoteS07,Valgrind: a framework for heavyweight dynamic binary instrumentation.,0.000763562251598283,57.0,2007
https://dblp.org/rec/conf/popl/TofteT94,Implementation of the Typed Call-by-Value lambda-Calculus using a Stack of Regions.,0.0007600037329634914,58.0,1994
https://dblp.org/rec/conf/pldi/RondonKJ08,Liquid types.,0.0007410060125671346,59.0,2008
https://dblp.org/rec/conf/oopsla/CharlesGSDKEPS05,X10: an object-oriented approach to non-uniform cluster computing.,0.00073702182602504,60.0,2005
https://dblp.org/rec/conf/popl/XiCC03,Guarded recursive datatype constructors.,0.0007321306851942589,61.0,2003
https://dblp.org/rec/conf/popl/SrivastavaGF10,From program verification to program synthesis.,0.0007305894637297138,62.0,2010
https://dblp.org/rec/conf/popl/Leroy94,"Manifest Types, Modules, and Separate Compilation.",0.0007298674347395784,63.0,1994
https://dblp.org/rec/conf/pldi/Reppy91,CML: A Higher-Order Concurrent Language.,0.000727819411889908,64.0,1991
https://dblp.org/rec/conf/icfp/Augustsson98,Cayenne - a Language with Dependent Types.,0.0007275423924224726,65.0,1998
https://dblp.org/rec/conf/pldi/Necula00,Translation validation for an optimizing compiler.,0.0007263703529601645,66.0,2000
https://dblp.org/rec/conf/popl/FlattKF98,Classes and Mixins.,0.0007250326956163731,67.0,1998
https://dblp.org/rec/conf/popl/AmmonsBL02,Mining specifications.,0.0007216472104596065,68.0,2002
https://dblp.org/rec/conf/pldi/FisherG05,PADS: a domain-specific language for processing ad hoc data.,0.0007158779132612532,69.0,2005
https://dblp.org/rec/conf/popl/Kildall73,A Unified Approach to Global Program Optimization.,0.0007090819701927844,70.0,1973
https://dblp.org/rec/conf/popl/Launchbury93,A Natural Semantics for Lazy Evaluation.,0.0007056323661564906,71.0,1993
https://dblp.org/rec/conf/oopsla/ArnoldFGHS00,Adaptive optimization in the Jalapeño JVM.,0.0007039840946515554,72.0,2000
https://dblp.org/rec/conf/pldi/FreemanP91,Refinement Types for ML.,0.000701593632632289,73.0,1991
https://dblp.org/rec/conf/popl/HondaYC08,Multiparty asynchronous session types.,0.0007008916394754427,74.0,2008
https://dblp.org/rec/conf/popl/BornatCOP05,Permission accounting in separation logic.,0.0006968278134780761,75.0,2005
https://dblp.org/rec/conf/oopsla/ChoiGSSM99,Escape Analysis for Java.,0.000696465895120821,76.0,1999
https://dblp.org/rec/conf/pldi/BlanchetCCFMMMR03,A static analyzer for large safety-critical software.,0.0006927591463849272,77.0,2003
https://dblp.org/rec/conf/popl/NeculaMW02,CCured: type-safe retrofitting of legacy code.,0.0006904290269504082,78.0,2002
https://dblp.org/rec/conf/popl/BallR02,The SLAM project: debugging system software via static analysis.,0.0006890422568987095,79.0,2002
https://dblp.org/rec/conf/popl/BankLM97,Parameterized Types for Java.,0.0006881876494035947,80.0,1997
https://dblp.org/rec/conf/popl/HarperM95,Compiling Polymorphism Using Intensional Type Analysis.,0.0006776552952387761,81.0,1995
https://dblp.org/rec/conf/oopsla/BoyapatiLR02,Ownership types for safe programming: preventing data races and deadlocks.,0.0006704707423232951,82.0,2002
https://dblp.org/rec/conf/pldi/BalaDB00,Dynamo: a transparent dynamic optimization system.,0.0006636289742578647,83.0,2000
https://dblp.org/rec/conf/pldi/MandelinXBK05,Jungloid mining: helping to navigate the API jungle.,0.0006622220860355668,84.0,2005
https://dblp.org/rec/conf/oopsla/WhaleyR99,Compositional Pointer and Escape Analysis for Java Programs.,0.0006565186616826533,85.0,1999
https://dblp.org/rec/conf/popl/SagivRW99,Parametric Shape Analysis via 3-Valued Logic.,0.0006549077947563028,86.0,1999
https://dblp.org/rec/conf/oopsla/YonezawaBS86,Object-Oriented Concurrent Programming in ABCL/1.,0.0006545952183825412,87.0,1986
https://dblp.org/rec/conf/pldi/FlattF98,Units: Cool Modules for HOT Languages.,0.000648409537056002,88.0,1998
https://dblp.org/rec/conf/popl/HenzingerJMM04,Abstractions from proofs.,0.0006475592658057138,89.0,2004
https://dblp.org/rec/conf/pldi/NaikAW06,Effective static race detection for Java.,0.0006464464094008004,90.0,2006
https://dblp.org/rec/conf/pldi/NeculaL98,The Design and Implementation of a Certifying Compiler.,0.0006463835986355839,91.0,1998
https://dblp.org/rec/conf/pldi/WhaleyL04,Cloning-based context-sensitive pointer alias analysis using binary decision diagrams.,0.0006437290735261099,92.0,2004
https://dblp.org/rec/conf/popl/Tobin-HochstadtF08,The design and implementation of typed scheme.,0.0006408281012985314,93.0,2008
https://dblp.org/rec/conf/popl/Reynolds78,Syntactic Control of Interference.,0.0006370995157407778,94.0,1978
https://dblp.org/rec/conf/popl/LeeJB01,The size-change principle for program termination.,0.0006368261329850887,95.0,2001
https://dblp.org/rec/conf/popl/Wadler87,Views: A Way for Pattern Matching to Cohabit with Data Abstraction.,0.0006365196331267696,96.0,1987
https://dblp.org/rec/conf/oopsla/BrachaOSW98,Making the Future Safe for the Past: Adding Genericity to the Java Programming Language.,0.0006258853317145299,97.0,1998
https://dblp.org/rec/conf/popl/JonesW93,Imperative Functional Programming.,0.0006256131672562329,98.0,1993
https://dblp.org/rec/conf/pldi/LarusS95,EEL: Machine-Independent Executable Editing.,0.000622876817557244,99.0,1995
https://dblp.org/rec/conf/pldi/BurckhardtAM07,CheckFence: checking consistency of concurrent data types on relaxed memory models.,0.0006205583229760101,100.0,2007
https://dblp.org/rec/conf/pldi/Solar-LezamaRBE05,Programming by sketching for bit-streaming programs.,0.0006201073375237381,101.0,2005
https://dblp.org/rec/conf/pldi/DasLS02,ESP: Path-Sensitive Program Verification in Polynomial Time.,0.0006177370618280386,102.0,2002
https://dblp.org/rec/conf/pldi/ChaseWZ90,Analysis of Pointers and Structures.,0.000617699732536114,103.0,1990
https://dblp.org/rec/conf/popl/MorrisettWCG98,From System F to Typed Assembly Language.,0.0006084088061114103,104.0,1998
https://dblp.org/rec/conf/pldi/SalomonC89,Scannerless NSLR(1) Parsing of Programming Languages.,0.0006046925845238439,105.0,1989
